"date","startet","visitorneutral","vispts","homeneutral","homepts","finish","note","v_win","v_lose","h_win","h_lose","v_btb","h_btb","weekend","v_fg","v_3p","v_ft","v_foul","v_tov","h_fg","h_3p","h_ft","h_foul","h_tov","attend","count","capacity","odds","v_fta","h_fta","_merge","eventdate","gamedate","month","occ","homemargin","att1000","homewin","logatt","fandum","pf","_est_est1","_est_est2","_est_est3","_est_est4","_est_est5","_est_est6"
"Fri, Apr 16, 2021","7:30p","Charlotte Hornets",115,"Brooklyn Nets",130,"reg","regsea",27,27,37,18,0,0,1,0.529999971389771,0.352999985218048,0.75,18,19,0.552999973297119,0.512000024318695,0.938000023365021,17,18,1773,1,17732,-12,20,16,3,"Apr 16, 2021",2021-04-16,4,0.0999887213110924,15,1.77300000190735,1,7.48099231719971,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","8:00p","Memphis Grizzlies",126,"Chicago Bulls",115,"reg","regsea",27,26,22,32,0,0,1,0.523000001907349,0.425000011920929,0.791999995708466,17,5,0.46900001168251,0.381999999284744,0.800000011920929,20,11,0,1,20917,3.5,24,15,3,"Apr 16, 2021",2021-04-16,4,0,-11,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","9:30p","New York Knicks",117,"Dallas Mavericks",109,"reg","regsea",29,27,30,24,0,0,1,0.512000024318695,0.5,0.71399998664856,20,9,0.439999997615814,0.333000004291534,0.736999988555908,17,9,4246,1,19200,-6,21,19,3,"Apr 16, 2021",2021-04-16,4,0.221145838499069,-8,4.24599981307983,0,8.35396766662598,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","7:00p","Oklahoma City Thunder",104,"Detroit Pistons",110,"reg","regsea",20,25,16,39,0,0,1,0.40200001001358,0.179000005125999,0.731000006198883,23,21,0.421999990940094,0.28600001335144,0.705999970436096,24,18,750,1,20332,-3,26,34,3,"Apr 16, 2021",2021-04-16,4,0.036887664347887,6,0.75,1,6.62140560150146,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","8:00p","Denver Nuggets",128,"Houston Rockets",99,"reg","regsea",35,20,14,41,0,0,1,0.488999992609024,0.28999999165535,0.870999991893768,15,9,0.44200000166893,0.314000010490417,0.666999995708466,19,14,3342,1,18055,9,31,18,3,"Apr 16, 2021",2021-04-16,4,0.185101076960564,-29,3.34200000762939,0,8.1146240234375,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","8:00p","Miami Heat",111,"Minnesota Timberwolves",119,"reg","regsea",28,27,14,42,0,0,1,0.488000005483627,0.412000000476837,0.731000006198883,28,14,0.518999993801117,0.416999995708466,0.689999997615814,22,17,1638,1,18978,7,26,29,3,"Apr 16, 2021",2021-04-16,4,0.0863104611635208,8,1.63800001144409,1,7.40184164047241,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","7:00p","Los Angeles Clippers",103,"Philadelphia 76ers",106,"reg","regsea",39,18,38,17,0,0,1,0.45100000500679,0.486999988555908,0.625,26,19,0.421999990940094,0.317999988794327,0.732999980449677,19,12,4094,1,20155,-4.5,16,30,3,"Apr 16, 2021",2021-04-16,4,0.203125774860382,3,4.0939998626709,1,8.3175220489502,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","8:30p","Portland Trail Blazers",107,"San Antonio Spurs",106,"reg","regsea",31,23,26,27,0,0,1,0.460999995470047,0.379000008106232,0.875,12,11,0.474000006914139,0.303999990224838,0.899999976158142,14,14,4303,1,18418,-1.5,16,10,3,"Apr 16, 2021",2021-04-16,4,0.233630150556564,-1,4.30299997329712,0,8.36730003356934,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","3:00p","Indiana Pacers",111,"Utah Jazz",119,"reg","regsea",26,28,41,14,0,0,1,0.389999985694885,0.333000004291534,0.940999984741211,19,10,0.483000010251999,0.381000012159348,0.791999995708466,19,20,5546,1,18306,-10.5,17,24,3,"Apr 16, 2021",2021-04-16,4,0.302960783243179,8,5.5460000038147,1,8.62101268768311,1,0,1,1,1,1,1,1
"Fri, Apr 16, 2021","7:00p","New Orleans Pelicans",115,"Washington Wizards",117,"OT","regsea",25,30,21,33,0,0,1,0.412000000476837,0.25,0.84799998998642,22,15,0.46900001168251,0.148000001907349,0.718999981880188,24,13,0,1,20362,3,33,32,3,"Apr 16, 2021",2021-04-16,4,0,2,0,1,0,0,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","7:30p","Houston Rockets",102,"Boston Celtics",118,"reg","regsea",13,34,23,25,0,0,1,0.430000007152557,0.333000004291534,0.615000009536743,11,12,0.523000001907349,0.41499999165535,0.75,22,13,0,1,18624,-12,26,12,3,"Apr 2, 2021",2021-04-02,4,0,16,0,1,0,0,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","8:00p","Charlotte Hornets",114,"Indiana Pacers",97,"reg","regsea",24,23,21,25,1,0,1,0.453000009059906,0.257999986410141,0.689999997615814,16,10,0.462999999523163,0.303000003099442,0.578999996185303,21,20,0,1,17923,-5,29,19,3,"Apr 2, 2021",2021-04-02,4,0,-17,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","8:00p","Minnesota Timberwolves",108,"Memphis Grizzlies",120,"reg","regsea",12,36,22,23,0,0,1,0.446999996900558,0.363999992609024,0.870000004768372,20,11,0.44200000166893,0.486999988555908,0.680000007152557,20,10,2987,1,17794,-6.5,23,25,3,"Apr 2, 2021",2021-04-02,4,0.167865574359894,12,2.98699998855591,1,8.00235939025879,1,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","9:00p","Atlanta Hawks",126,"New Orleans Pelicans",103,"reg","regsea",24,24,21,26,1,1,1,0.563000023365021,0.448000013828278,0.71399998664856,23,15,0.432000011205673,0.275999993085861,0.825999975204468,18,15,3700,1,16867,1.5,21,23,3,"Apr 2, 2021",2021-04-02,4,0.219363257288933,-23,3.70000004768372,0,8.21635818481445,1,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","7:30p","Dallas Mavericks",99,"New York Knicks",86,"reg","regsea",25,21,24,24,0,0,1,0.465999990701675,0.324000000953674,0.5,12,10,0.360000014305115,0.316000014543533,1,17,11,1981,1,19812,5,10,10,3,"Apr 2, 2021",2021-04-02,4,0.0999899059534073,-13,1.98099994659424,0,7.59186172485352,1,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","10:00p","Oklahoma City Thunder",103,"Phoenix Suns",140,"reg","regsea",20,27,33,14,0,0,1,0.39300000667572,0.395000010728836,0.782999992370605,17,16,0.600000023841858,0.455000013113022,0.810000002384186,20,10,3422,1,18055,-13.5,23,21,3,"Apr 2, 2021",2021-04-02,4,0.189531981945038,37,3.42199993133545,1,8.13827228546143,1,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","10:00p","Milwaukee Bucks",127,"Portland Trail Blazers",109,"reg","regsea",30,17,29,18,0,0,1,0.544000029563904,0.30799999833107,0.894999980926514,18,15,0.363999992609024,0.388999998569489,0.726999998092651,18,13,0,1,19441,3,19,22,3,"Apr 2, 2021",2021-04-02,4,0,-18,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","10:00p","Los Angeles Lakers",115,"Sacramento Kings",94,"reg","regsea",30,18,22,26,0,0,1,0.47299998998642,0.514999985694885,0.600000023841858,19,17,0.42399999499321,0.28600001335144,0.75,16,14,0,1,17583,-4.5,20,16,3,"Apr 2, 2021",2021-04-02,4,0,-21,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 2, 2021","9:00p","Chicago Bulls",106,"Utah Jazz",113,"reg","regsea",19,27,36,11,0,0,1,0.483000010251999,0.25,0.764999985694885,19,6,0.467999994754791,0.361000001430511,0.962999999523163,18,10,5546,1,18306,-11,17,27,3,"Apr 2, 2021",2021-04-02,4,0.302960783243179,7,5.5460000038147,1,8.62101268768311,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","7:30p","Miami Heat",103,"Atlanta Hawks",118,"reg","regsea",31,28,32,27,0,0,1,0.481000006198883,0.351000010967255,0.875,18,13,0.537999987602234,0.428999990224838,0.894999980926514,17,14,2985,1,16888,6.5,16,19,3,"Apr 23, 2021",2021-04-23,4,0.176752731204033,15,2.98499989509583,1,8.00168991088867,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","7:30p","Boston Celtics",104,"Brooklyn Nets",109,"reg","regsea",32,27,39,20,1,0,1,0.404000014066696,0.405000001192093,0.688000023365021,20,19,0.430000007152557,0.34400001168251,0.85699999332428,19,11,1773,1,17732,-3.5,16,28,3,"Apr 23, 2021",2021-04-23,4,0.0999887213110924,5,1.77300000190735,1,7.48099231719971,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","8:00p","Cleveland Cavaliers",102,"Charlotte Hornets",108,"reg","regsea",21,37,29,29,0,1,1,0.513000011444092,0.333000004291534,0.71399998664856,20,16,0.425999999046326,0.349999994039536,0.777999997138977,16,5,4060,1,19200,-1,14,18,3,"Apr 23, 2021",2021-04-23,4,0.211458340287209,6,4.05999994277954,1,8.30918407440186,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","10:00p","Denver Nuggets",97,"Golden State Warriors",118,"reg","regsea",38,20,29,30,0,0,1,0.386000007390976,0.282999992370605,0.800000011920929,14,9,0.53600001335144,0.384999990463257,0.722000002861023,15,14,1935,1,18064,2.5,20,18,3,"Apr 23, 2021",2021-04-23,4,0.107119135558605,21,1.93499994277954,1,7.56837940216064,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","8:00p","Los Angeles Clippers",109,"Houston Rockets",104,"reg","regsea",42,19,15,44,0,0,1,0.40200001001358,0.352999985218048,0.825999975204468,19,14,0.404000014066696,0.310000002384186,0.864000022411346,19,14,3313,1,18055,9,23,22,3,"Apr 23, 2021",2021-04-23,4,0.183494880795479,-5,3.31299996376038,0,8.10591125488281,1,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","8:00p","Washington Wizards",129,"Oklahoma City Thunder",109,"reg","regsea",25,33,20,39,0,0,1,0.515999972820282,0.563000023365021,0.938000023365021,23,20,0.418999999761581,0.303000003099442,0.839999973773956,17,16,0,1,18203,9,16,25,3,"Apr 23, 2021",2021-04-23,4,0,-20,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 23, 2021","10:00p","Memphis Grizzlies",130,"Portland Trail Blazers",128,"reg","regsea",29,28,32,26,0,0,1,0.531000018119812,0.300000011920929,0.773000001907349,21,8,0.479000002145767,0.400000005960464,0.814999997615814,20,11,0,1,19441,-3.5,22,27,3,"Apr 23, 2021",2021-04-23,4,0,-2,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","7:30p","San Antonio Spurs",140,"Boston Celtics",143,"OT","regsea",31,30,33,30,0,0,1,0.532999992370605,0.458000004291534,0.815999984741211,27,11,0.467000007629395,0.474000006914139,0.75,26,13,2298,1,18624,-4.5,38,36,3,"Apr 30, 2021",2021-04-30,4,0.123389177024364,3,2.29800009727478,1,7.74022960662842,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","8:00p","Portland Trail Blazers",128,"Brooklyn Nets",109,"reg","regsea",34,28,43,20,0,1,1,0.515999972820282,0.444000005722046,0.899999976158142,17,10,0.421000003814697,0.31700000166893,0.842000007629395,18,8,1773,1,17732,3,20,19,3,"Apr 30, 2021",2021-04-30,4,0.0999887213110924,-19,1.77300000190735,0,7.48099231719971,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","9:00p","Milwaukee Bucks",108,"Chicago Bulls",98,"reg","regsea",38,24,26,36,1,0,1,0.467000007629395,0.360000014305115,0.75,19,10,0.384999990463257,0.303000003099442,0.666999995708466,18,10,0,1,20917,1.5,20,21,3,"Apr 30, 2021",2021-04-30,4,0,-10,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","7:30p","Washington Wizards",122,"Cleveland Cavaliers",93,"reg","regsea",28,34,21,41,0,0,1,0.5,0.444000005722046,0.846000015735626,19,12,0.41499999165535,0.211999997496605,0.64300000667572,17,24,4148,1,19432,6.5,26,28,3,"Apr 30, 2021",2021-04-30,4,0.213462322950363,-29,4.14799976348877,0,8.33062267303467,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","10:30p","Sacramento Kings",110,"Los Angeles Lakers",106,"reg","regsea",25,37,36,26,0,0,1,0.453000009059906,0.363999992609024,0.908999979496002,16,17,0.505999982357025,0.25,0.71399998664856,17,21,2691,1,19068,-11.5,22,21,3,"Apr 30, 2021",2021-04-30,4,0.141126498579979,-4,2.69099998474121,0,7.89803981781006,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","8:00p","Orlando Magic",75,"Memphis Grizzlies",92,"reg","regsea",19,43,31,30,0,0,1,0.314000010490417,0.231000006198883,0.75,19,20,0.342999994754791,0.282000005245209,0.912999987602234,15,8,2850,1,17794,-12.5,20,16,3,"Apr 30, 2021",2021-04-30,4,0.160166352987289,17,2.84999990463257,1,7.95542526245117,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","7:00p","Atlanta Hawks",104,"Philadelphia 76ers",126,"reg","regsea",34,29,41,21,0,0,1,0.439000010490417,0.35699999332428,0.78600001335144,23,16,0.465000003576279,0.35699999332428,0.846000015735626,21,8,4094,1,20155,-7,28,26,3,"Apr 30, 2021",2021-04-30,4,0.203125774860382,22,4.0939998626709,1,8.3175220489502,1,0,1,1,1,1,1,1
"Fri, Apr 30, 2021","10:00p","Utah Jazz",100,"Phoenix Suns",121,"reg","regsea",45,17,44,18,0,0,1,0.437999993562698,0.358999997377396,0.888999998569489,17,13,0.545000016689301,0.333000004291534,0.736999988555908,14,11,6065,1,18055,-3.5,18,19,3,"Apr 30, 2021",2021-04-30,4,0.335918039083481,21,6.06500005722046,1,8.7104549407959,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","8:00p","Chicago Bulls",108,"Atlanta Hawks",120,"reg","regsea",22,28,27,25,1,0,1,0.476999998092651,0.393999993801117,0.929000020027161,17,13,0.560000002384186,0.25900000333786,0.825999975204468,14,9,996,1,16888,-2.5,14,23,3,"Apr 9, 2021",2021-04-09,4,0.0589767880737782,12,0.995999991893768,1,6.90475082397461,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","7:30p","Minnesota Timberwolves",136,"Boston Celtics",145,"OT","regsea",13,39,26,26,0,0,1,0.490000009536743,0.35699999332428,0.899999976158142,26,14,0.540000021457672,0.451999992132187,0.940999984741211,25,20,2298,1,18624,-8.5,30,34,3,"Apr 9, 2021",2021-04-09,4,0.123389177024364,9,2.29800009727478,1,7.74022960662842,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","9:00p","San Antonio Spurs",119,"Denver Nuggets",121,"reg","regsea",24,25,33,18,0,0,1,0.462000012397766,0.333000004291534,0.85699999332428,21,9,0.544000029563904,0.518999993801117,0.912999987602234,22,18,3750,1,19520,-6.5,28,23,3,"Apr 9, 2021",2021-04-09,4,0.192110657691956,2,3.75,1,8.22977733612061,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","10:00p","Washington Wizards",110,"Golden State Warriors",107,"reg","regsea",18,32,24,27,0,0,1,0.483000010251999,0.263000011444092,0.791999995708466,16,18,0.465999990701675,0.305999994277954,0.666999995708466,20,13,0,1,18064,-4.5,24,21,3,"Apr 9, 2021",2021-04-09,4,0,-3,0,0,0,0,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","10:00p","Houston Rockets",109,"Los Angeles Clippers",126,"reg","regsea",14,37,35,18,0,1,1,0.469999998807907,0.324000000953674,0.703999996185303,15,14,0.545000016689301,0.513999998569489,0.846000015735626,24,9,0,1,19068,-11,27,13,3,"Apr 9, 2021",2021-04-09,4,0,17,0,1,0,0,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","9:00p","Charlotte Hornets",127,"Milwaukee Bucks",119,"reg","regsea",26,24,32,19,0,1,1,0.483999997377396,0.379999995231628,0.908999979496002,19,18,0.449000000953674,0.368000000715256,0.739000022411346,14,17,3280,1,17341,3,22,23,3,"Apr 9, 2021",2021-04-09,4,0.189147114753723,-8,3.27999997138977,0,8.09590339660645,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","8:00p","Philadelphia 76ers",94,"New Orleans Pelicans",101,"reg","regsea",35,16,22,29,0,0,1,0.418000012636185,0.354999989271164,0.708000004291534,23,19,0.43299999833107,0.181999996304512,0.633000016212463,17,12,3700,1,16867,5.5,24,30,3,"Apr 9, 2021",2021-04-09,4,0.219363257288933,7,3.70000004768372,1,8.21635818481445,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","7:30p","Memphis Grizzlies",129,"New York Knicks",133,"OT","regsea",26,23,25,27,0,0,1,0.5,0.467000007629395,0.617999970912933,27,14,0.46900001168251,0.437999993562698,0.879000008106232,25,12,1912,1,19812,1.5,34,33,3,"Apr 9, 2021",2021-04-09,4,0.0965071693062782,4,1.91199994087219,1,7.55642795562744,1,0,1,1,1,1,1,1
"Fri, Apr 9, 2021","7:00p","Indiana Pacers",111,"Orlando Magic",106,"reg","regsea",23,27,17,34,0,0,1,0.412999987602234,0.333000004291534,0.85699999332428,24,14,0.421999990940094,0.25,0.773999989032745,22,15,3777,1,18846,6.5,28,31,3,"Apr 9, 2021",2021-04-09,4,0.200413882732391,-5,3.77699995040894,0,8.2369499206543,1,0,1,1,1,1,1,1
"Fri, Dec 25, 2020","5:00p","Brooklyn Nets",123,"Boston Celtics",95,"reg","regsea",1,0,1,0,0,0,1,0.538999974727631,0.517000019550323,0.83899998664856,22,15,0.377999991178513,0.296000003814697,0.684000015258789,27,15,0,1,18624,3,31,19,3,"Dec 25, 2020",2020-12-25,12,0,-28,0,0,0,0,0,1,1,1,1,1,1
"Fri, Dec 25, 2020","10:30p","Los Angeles Clippers",121,"Denver Nuggets",108,"reg","regsea",1,0,0,1,0,0,1,0.554000020027161,0.5,0.833000004291534,32,18,0.456999987363815,0.305999994277954,0.741999983787537,20,13,0,1,19520,3.5,24,31,3,"Dec 25, 2020",2020-12-25,12,0,-13,0,0,0,0,0,1,1,1,1,1,1
"Fri, Dec 25, 2020","8:00p","Dallas Mavericks",115,"Los Angeles Lakers",138,"reg","regsea",0,1,0,1,0,0,1,0.493999987840652,0.40599998831749,0.768999993801117,22,15,0.560000002384186,0.486999988555908,0.708000004291534,23,16,0,1,19068,-6,26,24,3,"Dec 25, 2020",2020-12-25,12,0,23,0,1,0,0,0,1,1,1,1,1,1
"Fri, Dec 25, 2020","12:00p","New Orleans Pelicans",98,"Miami Heat",111,"reg","regsea",1,0,0,1,0,0,1,0.397000014781952,0.28600001335144,0.787999987602234,20,19,0.507000029087067,0.432000011205673,0.825999975204468,25,17,0,1,19600,-3,33,23,3,"Dec 25, 2020",2020-12-25,12,0,13,0,1,0,0,0,1,1,1,1,1,1
"Fri, Dec 25, 2020","2:30p","Golden State Warriors",99,"Milwaukee Bucks",138,"reg","regsea",0,1,0,1,0,0,1,0.342999994754791,0.222000002861023,0.839999973773956,22,11,0.555999994277954,0.555999994277954,0.691999971866608,17,17,0,1,17341,-10,25,26,3,"Dec 25, 2020",2020-12-25,12,0,39,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","7:30p","San Antonio Spurs",125,"Atlanta Hawks",114,"reg","regsea",14,11,11,13,0,0,1,0.528999984264374,0.386999994516373,0.820999979972839,25,13,0.43299999833107,0.34400001168251,0.758000016212463,17,12,1451,1,16888,-2,28,33,3,"Feb 12, 2021",2021-02-12,2,0.0859189927577972,-11,1.45099997520447,0,7.28069734573364,1,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","8:00p","Detroit Pistons",108,"Boston Celtics",102,"reg","regsea",6,19,13,11,1,1,1,0.430000007152557,0.395000010728836,0.833000004291534,20,12,0.439000010490417,0.296000003814697,0.732999980449677,25,10,0,1,18624,-7,30,30,3,"Feb 12, 2021",2021-02-12,2,0,-6,0,0,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","7:00p","Minnesota Timberwolves",114,"Charlotte Hornets",120,"reg","regsea",6,19,12,14,0,0,1,0.455000013113022,0.389999985694885,0.570999979972839,18,8,0.488999992609024,0.361000001430511,1,17,20,0,1,19200,-3,14,19,3,"Feb 12, 2021",2021-02-12,2,0,6,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","8:00p","Los Angeles Clippers",125,"Chicago Bulls",106,"reg","regsea",18,8,10,14,0,0,1,0.580999970436096,0.43299999833107,0.800000011920929,13,9,0.470999985933304,0.375,0.933000028133392,16,13,0,1,20917,7.5,15,15,3,"Feb 12, 2021",2021-02-12,2,0,-19,0,0,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","7:30p","New Orleans Pelicans",130,"Dallas Mavericks",143,"reg","regsea",11,13,12,14,0,0,1,0.532999992370605,0.458999991416931,0.739000022411346,19,9,0.579999983310699,0.555999994277954,0.762000024318695,22,6,1514,1,19200,-3,23,21,3,"Feb 12, 2021",2021-02-12,2,0.0788541659712791,13,1.51400005817413,1,7.32317066192627,1,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","9:00p","Oklahoma City Thunder",95,"Denver Nuggets",97,"reg","regsea",10,14,13,11,0,0,1,0.400000005960464,0.312999993562698,0.764999985694885,19,12,0.46000000834465,0.25,0.699999988079071,14,13,0,1,19520,-11.5,17,10,3,"Feb 12, 2021",2021-02-12,2,0,2,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","10:00p","Memphis Grizzlies",105,"Los Angeles Lakers",115,"reg","regsea",10,10,20,6,0,0,1,0.488000005483627,0.414000004529953,0.788999974727631,25,17,0.505999982357025,0.200000002980232,0.697000026702881,16,18,0,1,19068,-8.5,19,33,3,"Feb 12, 2021",2021-02-12,2,0,10,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","10:00p","Cleveland Cavaliers",110,"Portland Trail Blazers",129,"reg","regsea",10,16,14,10,0,1,1,0.437000006437302,0.34799998998642,0.703000009059906,21,11,0.51800000667572,0.370999991893768,0.908999979496002,19,14,0,1,19441,-3.5,37,33,3,"Feb 12, 2021",2021-02-12,2,0,19,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","10:00p","Orlando Magic",123,"Sacramento Kings",112,"reg","regsea",9,17,12,12,1,0,1,0.504999995231628,0.441000014543533,0.800000011920929,15,10,0.51800000667572,0.363999992609024,0.736999988555908,18,18,0,1,17583,-6.5,20,19,3,"Feb 12, 2021",2021-02-12,2,0,-11,0,0,0,0,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","9:00p","Milwaukee Bucks",115,"Utah Jazz",129,"reg","regsea",16,9,20,5,0,0,1,0.456999987363815,0.363999992609024,0.703999996185303,28,10,0.523999989032745,0.368000000715256,0.852999985218048,22,17,3902,1,18306,-2.5,27,34,3,"Feb 12, 2021",2021-02-12,2,0.213154152035713,14,3.90199995040894,1,8.26950073242188,1,0,1,1,1,1,1,1
"Fri, Feb 12, 2021","7:00p","New York Knicks",109,"Washington Wizards",91,"reg","regsea",11,15,6,16,0,0,1,0.449000000953674,0.25,0.681999981403351,22,11,0.381999999284744,0.264999985694885,0.699999988079071,18,14,0,1,20362,3,22,20,3,"Feb 12, 2021",2021-02-12,2,0,-18,0,0,0,0,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","7:30p","Atlanta Hawks",109,"Boston Celtics",121,"reg","regsea",12,16,14,14,0,0,1,0.421999990940094,0.333000004291534,0.920000016689301,14,13,0.555999994277954,0.400000005960464,0.699999988079071,21,18,0,1,18624,7.5,25,10,3,"Feb 19, 2021",2021-02-19,2,0,12,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","7:00p","Denver Nuggets",120,"Cleveland Cavaliers",103,"reg","regsea",15,13,10,19,0,0,1,0.574999988079071,0.483999997377396,0.764999985694885,17,15,0.469999998807907,0.386999994516373,0.619000017642975,15,18,2720,1,19432,9.5,17,21,3,"Feb 19, 2021",2021-02-19,2,0.139975294470787,-17,2.72000002861023,0,7.90875482559204,1,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","10:00p","Utah Jazz",112,"Los Angeles Clippers",116,"reg","regsea",25,5,21,9,0,0,1,0.476999998092651,0.352999985218048,0.85699999332428,22,10,0.483000010251999,0.333000004291534,0.908999979496002,20,11,0,1,19068,1,21,22,3,"Feb 19, 2021",2021-02-19,2,0,4,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","8:00p","Detroit Pistons",95,"Memphis Grizzlies",109,"reg","regsea",8,20,12,12,0,0,1,0.418999999761581,0.310999989509583,0.691999971866608,22,21,0.467000007629395,0.25,0.870000004768372,13,11,1795,1,17794,-4.5,13,23,3,"Feb 19, 2021",2021-02-19,2,0.100876696407795,14,1.79499995708466,1,7.49331712722778,1,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","8:00p","Oklahoma City Thunder",85,"Milwaukee Bucks",98,"reg","regsea",11,17,16,13,0,1,1,0.365000009536743,0.300000011920929,0.523999989032745,23,10,0.409000009298325,0.324000000953674,0.680000007152557,18,12,750,1,17341,-11,21,25,3,"Feb 19, 2021",2021-02-19,2,0.0432501025497913,13,0.75,1,6.62140560150146,1,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","9:00p","Toronto Raptors",86,"Minnesota Timberwolves",81,"reg","regsea",14,15,7,22,1,0,1,0.328999996185303,0.300000011920929,0.818000018596649,16,15,0.386000007390976,0.237000003457069,0.726999998092651,23,13,0,1,18978,2.5,22,11,3,"Feb 19, 2021",2021-02-19,2,0,-5,0,0,0,0,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","8:00p","Phoenix Suns",132,"New Orleans Pelicans",114,"reg","regsea",17,10,12,16,0,0,1,0.579999983310699,0.564000010490417,0.666999995708466,17,13,0.512000024318695,0.34400001168251,0.791999995708466,16,13,1940,1,16867,3.5,12,24,3,"Feb 19, 2021",2021-02-19,2,0.115017488598824,-18,1.94000005722046,0,7.57095861434937,1,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","7:00p","Golden State Warriors",120,"Orlando Magic",124,"reg","regsea",16,13,11,18,0,0,1,0.474000006914139,0.451999992132187,0.600000023841858,19,13,0.488999992609024,0.418999999761581,0.824000000953674,19,13,4287,1,18846,5,15,17,3,"Feb 19, 2021",2021-02-19,2,0.227475330233574,4,4.28700017929077,1,8.36357593536377,1,0,1,1,1,1,1,1
"Fri, Feb 19, 2021","7:30p","Chicago Bulls",105,"Philadelphia 76ers",112,"reg","regsea",12,15,19,10,0,0,1,0.421000003814697,0.218999996781349,1,20,11,0.470999985933304,0.333000004291534,0.792999982833862,18,15,0,1,20155,-6,18,29,3,"Feb 19, 2021",2021-02-19,2,0,7,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 26, 2021","7:30p","Indiana Pacers",112,"Boston Celtics",118,"reg","regsea",15,15,15,17,0,0,1,0.39300000667572,0.32600000500679,0.930999994277954,22,8,0.512000024318695,0.409000009298325,0.861999988555908,20,11,0,1,18624,-2.5,29,29,3,"Feb 26, 2021",2021-02-26,2,0,6,0,1,0,0,0,1,1,1,1,1,1
"Fri, Feb 26, 2021","8:00p","Phoenix Suns",106,"Chicago Bulls",97,"reg","regsea",20,11,15,16,0,0,1,0.5,0.273000001907349,0.800000011920929,11,7,0.5,0.386999994516373,0.699999988079071,16,17,0,1,20917,6.5,15,10,3,"Feb 26, 2021",2021-02-26,2,0,-9,0,0,0,0,0,1,1,1,1,1,1
